BS = 16 / ELEM_THREAD = 4


  5859.375 161480.242 0 # matmult_gpu4
 23437.500 451856.869 0 # matmult_gpu4
 52734.375 663923.188 0 # matmult_gpu4
 93750.000 831450.056 248 # matmult_gpu4
146484.375 936484.484 976 # matmult_gpu4
210937.500 1028102.022 2752 # matmult_gpu4
375000.000 1177343.515 16000 # matmult_gpu4
585937.500 1272990.898 33280 # matmult_gpu4
843750.000 1406870.907 81408 # matmult_gpu4
1500000.000 1313455.234 561152 # matmult_gpu4
2343750.000 1251484.090 1.04858e+06 # matmult_gpu4


BS = 32 / ELEM_THREAD = 4

  5859.375 135902.148 0 # matmult_gpu4
 23437.500 403955.666 0 # matmult_gpu4
 52734.375 645941.118 0 # matmult_gpu4
 93750.000 798925.638 248 # matmult_gpu4
146484.375 931936.870 976 # matmult_gpu4
210937.500 1013734.394 2752 # matmult_gpu4
375000.000 1184813.644 16000 # matmult_gpu4
585937.500 1283185.472 33280 # matmult_gpu4
843750.000 1374690.173 81408 # matmult_gpu4
1500000.000 1491729.245 561152 # matmult_gpu4
2343750.000 1572144.025 1.04858e+06 # matmult_gpu4



