BS = 16 / ELEM_THREAD = 8


  5859.375 156944.884 0 # matmult_gpu4
 23437.500 477900.397 0 # matmult_gpu4
 52734.375 715444.368 0 # matmult_gpu4
 93750.000 894561.463 248 # matmult_gpu4
146484.375 1037246.171 976 # matmult_gpu4
210937.500 1145452.236 2752 # matmult_gpu4
375000.000 1337496.367 16000 # matmult_gpu4
585937.500 1496183.593 33280 # matmult_gpu4
843750.000 1605943.361 81408 # matmult_gpu4
1500000.000 1779671.627 561152 # matmult_gpu4
2343750.000 1910894.216 1.04858e+06 # matmult_gpu4


BS = 32 / ELEM_THREAD = 8


  5859.375 127032.397 0 # matmult_gpu4
 23437.500 411303.405 0 # matmult_gpu4
 52734.375 671467.900 0 # matmult_gpu4
 93750.000 803268.856 248 # matmult_gpu4
146484.375 974580.843 976 # matmult_gpu4
210937.500 1074703.402 2752 # matmult_gpu4
375000.000 1170753.911 16000 # matmult_gpu4
585937.500 1276940.135 33280 # matmult_gpu4
843750.000 1357293.210 81408 # matmult_gpu4
1500000.000 1476164.860 561152 # matmult_gpu4
2343750.000 1550107.502 1.04858e+06 # matmult_gpu4


BS = 16 / ELEM_THREAD = 8

  5859.375 137858.606 0 # matmult_gpu4
 23437.500 419654.172 0 # matmult_gpu4
 52734.375 676150.290 0 # matmult_gpu4
 93750.000 839658.929 248 # matmult_gpu4
146484.375 1036738.948 976 # matmult_gpu4
210937.500 1129295.245 2752 # matmult_gpu4
375000.000 1335288.760 16000 # matmult_gpu4
585937.500 1498363.645 33280 # matmult_gpu4
843750.000 1605186.002 81408 # matmult_gpu4
1500000.000 1777065.468 561152 # matmult_gpu4
2343750.000 1913926.096 1.04858e+06 # matmult_gpu4



